NI RH RM RS V DG DM DS
1647 1 13 15 + 38 53 7
1648 1 13 42 + 33 13 5
1649 1 11 51 - 55 51 24
1650 1 12 19 - 50 24 7
1651 1 13 28 + 2 4 7
1652 1 14 57 + 31 56 52
1653 1 15 8 + 33 22 40
1654 1 15 12 + 30 11 43
1655 1 11 54 - 71 19 54
1656 1 15 38 + 33 3 59
1657 1 14 7 - 32 39 2
1658 1 15 50 + 31 4 50
1659 1 16 6 + 30 20 54
1660 1 12 38 - 71 45 41
1661 1 16 12 + 33 3 49
1662 1 12 33 - 73 27 25
1663 1 14 7 - 32 39 2
1664 1 14 19 - 69 48 42
1665 1 17 45 + 34 42 6
1666 1 19 53 + 32 28 0
1667 1 18 42 - 17 3 1
1668 1 18 53 + 33 10 20
1669 1 20 7 + 33 11 2
1670 1 18 49 - 16 48 13
1670 1 18 53 - 16 48 11
1671 1 19 2 - 17 3 40
1672 1 20 38 + 29 41 56
1673 1 20 46 + 33 2 44
1674 1 19 0 - 50 38 0
1675 1 21 0 + 34 14 56
1676 1 20 59 + 30 15 36
1677 1 21 7 + 33 12 56
1678 1 21 3 + 5 33 37
1679 1 21 45 + 33 29 34
1680 1 21 51 + 33 16 55
1681 1 21 21 + 0 5 26
1682 1 22 13 + 33 15 35
1683 1 22 39 + 34 26 14
1684 1 22 53 + 33 24 47
1685 1 23 7 + 33 11 27
1686 1 23 12 + 33 27 35
1687 1 23 19 + 33 16 37
1688 1 23 28 + 33 4 58
1689 1 23 48 + 33 3 18
1690 1 23 50 + 33 9 25
1691 1 24 26 + 33 24 24
1692 1 24 40 + 33 14 7
1693 1 24 2 - 1 39 25
1694 1 24 48 + 1 36 28
1695 1 25 8 + 8 41 57
1696 1 24 52 - 1 37 2
1697 1 25 3 + 0 26 42
1698 1 25 22 + 14 50 18
1699 1 25 6 + 14 54 40
1700 1 25 25 + 14 51 53
1701 1 25 50 + 18 11 6
1702 1 25 56 + 16 36 4
1703 1 26 25 - 1 38 18
1704 1 27 10 + 14 46 33
1705 1 26 45 - 3 30 6
1706 1 27 31 + 14 49 9
1706 1 27 31 + 14 49 10
1707 1 28 0 + 37 7 2
1708 1 24 57 - 71 11 2
1709 1 27 57 - 35 43 3
1710 1 30 46 + 21 26 25
1711 1 30 55 + 17 11 20
1712 1 31 21 - 6 52 2
1713 1 32 44 + 35 19 28
1714 1 32 53 - 13 1 29
1715 1 33 34 + 12 35 8
1716 1 33 27 - 12 18 29
1717 1 32 30 - 67 32 0
1718 1 38 27 + 33 21 55
1719 1 37 36 - 33 55 27
1720 1 40 21 - 28 54 50
1721 1 41 24 + 8 31 34
1722 1 43 3 - 34 11 17
1723 1 43 14 + 8 53 20
1724 1 43 10 - 34 14 32
1725 1 45 12 + 21 46 36
1726 1 45 20 + 4 37 9
1727 1 47 30 + 27 19 57
1728 1 47 44 - 33 36 6
1729 1 47 55 - 26 53 31
1730 1 49 58 + 22 0 46
1731 1 50 13 + 27 11 46
1732 1 50 48 + 35 55 59
1733 1 50 43 + 33 4 56
1734 1 49 17 - 32 44 36
1735 1 50 52 + 33 5 31
1736 1 50 53 + 18 18 9
1737 1 51 42 + 36 15 0
1738 1 51 8 - 9 47 35
1739 1 50 29 - 34 3 20
1740 1 48 52 - 30 5 11
1741 1 51 57 - 16 47 15
1742 1 53 14 + 22 43 16
1743 1 52 60 + 12 42 30
1744 1 53 39 + 19 50 27
1745 1 52 59 - 16 40 9
1746 1 54 24 + 4 48 13
1747 1 57 36 + 63 19 22
1748 1 56 9 + 17 38 28
1749 1 56 11 + 6 44 44
1750 1 56 19 + 4 4 35
1751 1 56 21 + 5 37 43
1752 1 57 15 + 28 36 51
1753 1 57 19 + 28 35 22
1754 1 56 50 + 4 1 34
1755 1 57 10 + 14 32 59
1756 1 57 5 - 0 28 6
1757 1 57 12 - 0 28 25
1758 1 56 53 - 16 32 30
1759 1 57 56 - 32 59 14
1760 1 57 56 - 32 59 14
1761 1 58 52 + 0 34 8
1762 1 57 49 - 33 14 23
1763 1 59 12 - 27 48 41
1764 2 0 23 + 24 34 47
1765 2 1 7 + 31 52 55
1766 2 1 40 + 31 49 36
1767 1 59 59 - 11 4 43
1768 2 0 50 - 25 1 35
1769 2 0 55 - 31 55 14
1770 2 2 14 + 9 58 51
1771 2 2 16 + 9 58 7
1772 2 2 43 + 7 44 44
1773 2 4 2 + 30 49 57
1774 2 3 59 + 15 19 4
1775 2 5 18 + 13 30 20
1776 2 5 15 + 6 6 20
1777 2 6 9 + 15 12 36
1778 2 6 19 + 9 13 38
1779 2 6 26 + 3 42 23
1780 2 6 51 + 14 43 20
1781 2 6 53 - 0 31 5
1782 2 7 20 - 25 26 30
1783 2 10 6 - 32 56 23
1784 2 16 13 + 32 38 57
1785 2 16 21 + 32 40 1
1786 2 16 6 + 5 8 46
1787 2 16 11 - 11 55 32
1788 2 15 50 - 31 12 4
1789 2 17 51 + 32 23 44
1790 2 17 38 + 12 30 33
1791 2 17 41 + 12 28 13
1792 2 19 1 + 34 27 42
1793 2 21 32 + 32 32 39
1794 2 21 30 + 15 45 44
1795 2 26 32 + 62 2 30
1796 2 22 47 - 41 22 15
1797 2 25 28 + 20 23 44
1798 2 26 16 + 13 25 51
1799 2 28 46 + 45 58 16
1800 2 28 31 + 31 24 48
1801 2 28 13 + 19 34 59
1802 2 29 14 + 23 5 0
1803 2 29 17 + 23 8 27
1804 2 29 54 + 23 5 50
1804 2 29 50 + 23 6 31
1805 2 32 48 + 61 27 42
1806 2 29 35 + 22 56 38
1807 2 30 31 + 22 57 1
1808 2 30 31 - 4 12 56
1809 2 31 41 + 22 55 3
1810 2 29 27 - 43 4 36
1811 2 30 38 - 34 15 53
1812 2 29 32 - 42 48 41
1813 2 30 50 - 34 13 18
1814 2 31 6 - 36 2 5
1815 2 34 20 + 32 25 48
1816 2 31 51 - 36 40 20
1817 2 33 50 + 11 12 12
1817 2 33 51 + 11 12 10
1818 2 34 7 - 11 2 25
1819 2 35 42 + 4 3 8
1820 2 35 53 + 6 2 27
1821 2 36 25 + 13 46 50
1821 2 36 27 + 13 46 47
1822 2 35 42 - 8 33 44
1823 2 38 37 + 32 4 13
1824 2 42 36 + 61 35 42
1825 2 38 56 + 9 5 49
1826 2 39 4 - 27 26 35
1827 2 39 46 + 1 33 30
1828 2 40 29 + 19 17 49
1829 2 40 33 + 14 17 53
1830 2 39 4 - 27 26 35
1831 2 44 0 + 63 0 36
1832 2 41 58 + 19 1 50
1833 2 41 39 - 28 10 18
1834 2 42 48 + 3 5 2
1835 2 43 49 + 14 53 22
1835 2 43 49 + 14 53 13
1836 2 43 23 + 3 6 18
1837 2 43 31 + 0 18 25
1838 2 44 43 + 19 27 18
1838 2 44 43 + 19 27 32
1839 2 44 43 + 15 14 22
1840 2 43 42 - 15 42 21
1841 2 45 36 + 18 55 45
1842 2 45 23 + 11 27 32
1843 2 45 25 + 2 52 50
1844 2 45 49 + 3 13 50
1845 2 43 57 - 27 58 5
1846 2 47 44 + 13 15 20
1847 2 47 54 + 14 30 20
1848 2 51 18 + 60 24 30
1849 2 47 45 + 9 21 24
1850 2 48 39 + 13 15 33
1851 2 51 46 + 58 18 52
1852 2 49 0 + 13 13 25
1853 2 48 4 - 13 59 36
1854 2 49 21 + 19 18 16
1855 2 49 4 + 13 26 34
1856 2 48 51 - 0 46 2
1857 2 49 39 + 14 37 12
1858 2 49 8 - 31 17 22
1859 2 49 4 - 31 10 21
1860 2 49 34 - 31 11 23
1861 2 53 7 + 25 29 25
1862 2 51 59 - 33 20 24
1863 2 54 51 + 8 47 6
1864 2 53 39 - 34 11 53
1865 2 55 20 + 8 49 41
1866 2 54 53 - 15 39 10
1867 2 55 52 + 9 18 44
1868 2 56 6 + 9 22 46
1869 2 58 12 + 5 50 12
1870 2 57 54 - 2 20 48
1871 2 57 22 + 60 40 20
1872 3 4 35 + 42 48 34
1873 3 3 53 + 9 36 50
1873 3 3 52 + 9 36 37
1874 3 6 22 + 36 0 54
1875 3 3 57 - 39 26 27
1876 3 4 32 - 27 27 36
1877 3 3 10 - 50 30 41
1878 3 3 40 - 52 6 28
1878 3 3 43 - 52 6 6
1879 3 3 53 - 52 7 4
1880 3 6 28 - 9 43 50
1881 3 9 17 + 38 38 57
1882 3 7 50 + 3 8 50
1883 3 9 42 + 40 53 35
1884 3 9 43 + 40 58 30
1885 3 6 40 - 32 51 51
1886 3 8 3 - 4 24 0
1887 3 10 13 + 40 45 57
1888 3 10 56 + 41 8 16
1889 3 11 3 + 40 37 18
1890 3 9 58 + 19 12 31
1891 3 10 12 + 19 36 24
1892 3 8 27 - 23 3 20
1893 3 10 17 + 19 37 1
1894 3 10 25 + 19 36 26
1895 3 9 36 - 25 15 12
1896 3 7 53 - 54 12 50
1897 3 10 46 - 10 47 44
1898 3 10 20 - 22 24 14
1899 3 12 13 - 25 18 18
1900 3 15 55 + 37 9 17
1901 3 16 3 + 37 6 47
1902 3 16 12 + 37 10 41
1903 3 13 9 - 50 33 43
1903 3 13 13 - 50 34 41
1904 3 15 1 - 30 42 30
1905 3 18 48 + 41 21 59
1906 3 16 6 - 34 21 36
1907 3 19 54 + 41 33 49
1908 3 15 5 - 54 49 9
1908 3 15 6 - 54 49 19
1909 3 17 20 - 33 41 25
1910 3 17 56 - 21 26 5
1911 3 20 46 + 35 17 40
1912 3 16 43 - 50 39 18
1913 3 19 35 - 32 27 54
1914 3 19 25 - 49 35 57
1915 3 19 52 - 50 41 31
1916 3 20 16 - 49 2 30
1917 3 22 12 - 53 11 8
1918 3 26 18 + 4 32 30
1919 3 26 2 - 32 53 41
1920 3 24 24 - 52 42 49
1921 3 24 42 - 50 41 54
1922 3 24 43 - 50 44 25
1923 3 24 53 - 50 33 20
1924 3 25 8 - 51 42 12
1925 3 25 26 - 51 16 0
1926 3 25 19 - 51 42 4
1927 3 25 13 - 51 43 56
1928 3 27 29 - 21 33 35
1929 3 25 26 - 51 16 0
1930 3 28 46 + 4 23 2
1931 3 28 58 + 1 45 2
1932 3 25 54 - 51 20 34
1933 3 25 40 - 52 47 5
1934 3 31 14 + 42 47 34
1935 3 26 13 - 50 0 38
1936 3 26 28 - 51 19 23
1937 3 26 47 - 48 42 10
1938 3 27 10 - 53 0 36
1939 3 27 45 - 51 4 18
1940 3 27 42 - 52 8 22
1941 3 32 15 + 24 23 2
1942 3 27 54 - 52 40 32
1943 3 38 45 - 44 6 2
1944 3 29 40 - 47 59 47
1945 3 29 16 - 52 37 37
1946 3 29 22 - 52 37 10
1947 3 30 33 - 50 20 20
1948 3 30 50 - 47 57 52
1949 3 30 53 - 47 58 47
1950 3 31 4 - 50 25 58
1951 3 30 56 - 53 7 34
1952 3 33 27 - 23 42 46
1953 3 33 42 - 21 28 42
1954 3 31 31 - 51 54 15
1955 3 31 25 - 57 14 31
1956 3 35 33 + 5 4 2
1957 3 32 13 - 52 27 25
1958 3 32 47 - 51 26 28
1959 3 33 12 - 50 24 44
1960 3 32 33 - 57 12 25
1961 3 33 33 - 48 57 3
1962 3 35 37 - 21 17 31
1963 3 35 31 - 34 26 48
1964 3 33 30 - 53 10 22
1965 3 33 11 - 56 33 14
1966 3 34 3 - 51 19 20
1967 3 37 48 + 3 16 13
1968 3 34 38 - 50 39 5
1969 3 36 14 - 45 10 45
1970 3 36 31 - 43 57 24
1971 3 35 58 - 52 39 0
1972 3 36 21 - 51 58 4
1973 3 36 21 - 51 59 38
1974 3 36 42 - 49 33 1
1975 3 39 4 - 15 29 59
1976 3 37 9 - 47 26 16
1977 3 40 45 + 17 44 27
1978 3 37 6 - 50 9 4
1979 3 36 46 - 57 56 40
1980 3 36 59 - 57 58 25
1981 3 40 29 - 26 51 43
1982 3 37 42 - 57 46 35
1983 3 40 57 - 22 33 51
1984 3 39 50 - 47 4 35
1985 3 44 34 + 32 9 47
1986 3 40 35 - 45 21 21
1987 3 40 12 - 55 3 33
1987 3 40 10 - 55 3 17
1987 3 40 12 - 55 3 22
1987 3 40 12 - 55 3 12
1988 3 42 45 - 39 53 13
1989 3 41 54 - 50 57 28
1990 3 47 14 + 24 20 2
1991 3 44 46 - 51 31 26
1992 3 45 8 - 51 0 18
1993 3 47 5 - 33 42 38
1994 3 45 55 - 51 38 36
1995 3 50 19 + 25 34 51
1996 3 45 8 - 57 19 28
1997 3 44 52 - 59 8 15
1998 3 51 31 + 1 11 25
1999 3 47 43 - 56 57 7
2000 3 49 8 - 48 51 30
2001 3 50 52 - 48 36 0
2002 3 54 30 + 10 42 25
2003 3 56 22 + 33 52 32
2004 3 51 46 - 49 25 9
2005 3 57 40 + 36 47 15
2006 3 54 28 - 35 58 2
2007 3 55 23 - 28 9 32
2008 3 55 23 - 28 9 32
2009 3 53 35 - 48 59 28
2010 3 51 58 - 59 55 45
2011 3 52 27 - 57 28 5
2012 3 52 55 - 58 38 57
2013 3 56 44 - 17 6 36
2014 3 55 22 - 56 44 48
2015 3 58 11 - 40 23 21
2016 4 1 60 + 20 14 26
2017 3 56 39 - 59 23 40
2018 3 57 54 - 52 46 50
2019 4 1 54 + 5 38 21
2019 4 1 53 + 5 38 10
2020 3 58 53 - 54 3 30
2021 3 59 24 - 52 39 24
2022 3 58 40 - 59 2 39
2023 3 59 41 - 52 40 49
2024 4 0 4 - 53 22 19
2025 4 0 23 - 53 3 54
2026 4 3 55 - 11 10 43
2027 4 6 40 + 37 6 57
2028 4 1 18 - 52 42 27
2029 4 1 18 - 52 48 3
2030 4 4 56 - 19 13 40
2031 4 6 15 - 5 39 7
2032 4 7 3 - 55 19 23
2033 4 7 15 - 53 40 52
2034 4 6 37 - 57 57 42
2035 4 9 2 - 45 31 2
2036 4 9 55 - 39 41 19
2037 4 8 19 - 58 45 4
2038 4 8 54 - 55 59 33
2039 4 9 3 - 56 0 40
2040 4 12 60 - 32 33 14
2041 4 12 35 - 32 49 3
2042 4 11 43 - 47 16 17
2043 4 11 10 - 53 41 11
2044 4 11 14 - 54 31 56
2045 4 14 36 - 13 10 30
2046 4 11 25 - 54 40 23
2047 4 14 56 - 13 11 29
2048 4 14 21 - 33 7 18
2049 4 12 4 - 58 33 27
2050 4 13 56 - 53 28 33
2051 3 52 0 - 83 49 55
2052 4 14 59 - 54 20 11
2053 4 15 48 - 49 22 8
2054 4 7 27 - 78 15 13
2055 4 17 48 - 48 55 24
2056 4 16 25 - 60 12 23
2057 4 21 56 + 4 2 53
2058 4 17 55 - 55 55 51
2059 4 20 26 - 31 43 28
2060 4 17 54 - 56 36 58
2061 4 24 0 + 21 5 0
2062 4 32 2 + 71 55 11
2063 4 22 40 - 15 39 40
2064 4 23 27 - 15 41 7
2065 4 21 28 - 55 55 58
2066 4 23 32 - 54 44 0
2067 4 30 52 + 35 26 42
2068 4 26 37 - 42 5 37
2069 4 25 56 - 48 12 30
2070 4 24 36 - 57 58 52
2071 4 26 14 - 53 9 5
2072 4 26 54 - 48 22 36
2073 4 26 33 - 53 11 18
2074 4 31 23 + 7 42 12
2075 4 30 52 - 5 47 52
2076 4 28 7 - 48 13 42
2077 4 32 6 + 0 34 4
2078 4 31 52 - 4 41 55
2079 4 28 31 - 53 44 17
2080 4 31 52 - 5 45 25
2081 4 29 1 - 53 36 49
2082 4 29 8 - 53 49 40
2083 4 30 44 - 53 58 51
2084 4 32 6 - 48 17 18
2085 4 31 24 - 54 24 58
2086 4 31 32 - 53 38 51
2087 4 40 0 + 25 44 32
2088 4 31 0 + 26 36 0
2089 4 32 51 - 75 32 25
2090 4 44 45 - 33 59 33
2091 4 46 40 - 4 40 24
2092 4 46 48 - 4 56 39
2093 4 47 32 - 2 42 34
2094 4 48 25 - 5 21 9
2095 4 48 46 - 5 7 30
2096 4 49 41 - 4 58 43
2097 4 50 24 - 5 4 51
2098 4 50 44 - 5 25 6
2099 4 50 52 - 4 53 31
2100 4 51 15 - 4 49 47
2101 4 51 42 - 6 13 50
2102 4 51 55 - 4 57 8
2103 4 39 48 - 76 50 12
2104 4 56 19 - 15 47 52
2105 4 49 27 - 69 12 3
2106 4 56 34 - 28 30 14
2107 4 58 21 + 8 14 20
2108 4 57 17 - 15 17 20
2109 4 58 59 - 0 18 20
2110 4 59 2 - 0 18 10
2111 4 51 51 - 69 23 37
2112 5 0 30 + 4 23 11
2113 4 59 32 - 15 49 24
2114 4 54 24 - 69 11 6
2115 4 57 9 - 66 23 25
2116 4 57 16 - 66 23 21
2117 4 57 14 - 68 26 32
2118 5 4 54 - 7 15 0
2119 5 6 51 - 20 20 45
2120 5 19 10 + 38 11 6
2121 5 19 45 - 25 3 52
2122 5 19 1 - 37 5 21
2123 5 21 57 + 3 29 11
2124 5 21 59 + 3 28 56
2125 5 24 28 - 27 0 57
2126 5 21 59 - 67 57 27
2127 5 22 15 - 67 58 34
2128 5 22 42 - 68 3 40
2129 5 31 16 - 23 3 46
2130 5 31 50 - 23 8 44
2131 5 32 19 - 17 13 26
2132 5 32 29 - 13 55 36
2133 5 42 4 + 69 22 43
2134 5 23 7 - 75 26 47
2135 5 33 13 - 36 23 58
2136 5 33 13 - 36 23 58
2137 5 34 22 - 23 32 0
2138 5 34 22 - 23 32 0
2139 5 35 15 - 17 56 2
2140 5 33 22 - 75 22 31
2141 5 42 22 - 51 1 57
2142 5 33 9 - 78 1 10
2143 5 46 52 - 18 43 33
2144 5 50 14 + 23 52 20
2145 5 40 24 - 69 40 17
2146 5 37 46 - 74 46 50
2147 5 47 48 - 30 29 52
2148 5 39 12 - 75 33 45
2149 5 56 24 + 46 6 19
2150 5 51 19 - 38 19 16
2151 5 52 37 - 17 47 15
2152 5 57 53 - 23 10 50
2153 6 0 5 - 33 55 10
2154 6 1 8 - 23 40 22
2155 6 0 49 - 34 0 50
2156 6 4 51 + 24 9 37
2157 6 4 50 + 24 3 21
2158 6 5 18 - 27 51 25
2159 6 9 57 + 20 25 54
2160 5 55 29 - 76 55 13
2161 5 57 27 - 75 8 22
2162 6 13 6 + 17 58 48
2163 6 16 28 - 21 22 35
2164 6 6 52 - 75 21 54
2165 6 21 43 - 12 59 12
2166 6 26 56 + 59 4 47
2167 6 31 6 + 10 27 35
2168 6 33 48 + 44 41 10
2169 6 31 4 + 9 52 0
2170 6 34 5 + 44 41 20
2171 6 45 13 - 17 40 24
2172 6 46 51 + 1 18 54
2173 6 50 47 + 33 27 27
2174 7 9 5 + 75 21 13
2175 7 8 40 + 35 17 17
2176 7 7 32 + 32 28 13
2177 7 4 25 - 10 27 13
2178 7 7 38 + 32 30 47
2179 7 15 32 + 64 55 34
2180 7 11 20 + 26 22 15
2181 7 13 10 + 18 59 47
2182 7 14 11 + 18 56 42
2183 7 16 56 - 20 24 36
2184 7 29 25 + 72 7 43
2185 7 23 16 + 32 29 41
2186 7 22 43 + 21 30 49
2187 7 22 43 + 21 28 58
2188 7 22 43 + 21 30 49
2189 7 24 57 + 8 55 12
2190 7 29 54 + 37 27 6
2191 7 30 17 + 24 19 42
2192 7 33 20 + 31 33 12
2193 7 33 24 + 31 29 0
2194 7 33 40 + 31 20 4
2195 7 28 27 - 51 15 24
2196 7 34 10 + 31 24 22
2197 7 34 19 + 31 20 14
2197 7 34 20 + 31 20 18
2198 7 34 11 + 23 57 59
2199 7 34 56 + 31 16 33
2200 7 28 17 - 62 21 10
2200 7 28 7 - 62 21 47
2201 7 36 17 + 33 7 23
2202 7 27 55 - 67 34 28
2203 7 40 34 + 34 13 48
2204 7 41 18 + 34 13 53
2205 7 46 55 + 26 52 22
2206 7 45 46 - 34 22 11
2207 7 49 51 + 33 57 45
2208 7 52 8 + 27 29 3
2209 7 56 14 + 60 18 14
2210 7 56 56 + 56 40 50
2211 7 57 46 + 32 33 31
2212 7 58 57 + 32 36 46
2213 7 59 7 + 27 27 52
2214 7 59 54 + 33 17 25
2215 7 59 33 + 24 55 44
2216 7 59 28 + 5 36 52
2217 8 0 50 + 27 30 1
2218 8 1 38 + 24 25 55
2218 8 1 37 + 24 26 22
2219 8 2 37 + 27 26 14
2220 7 56 51 - 59 7 31
2221 8 5 8 + 37 27 2
2222 8 5 15 + 37 28 21
2223 8 5 46 + 37 27 45
2224 8 5 50 + 37 27 35
2225 8 5 28 + 35 56 49
2226 8 6 11 + 12 32 39
2227 8 7 7 + 36 14 0
2228 8 7 5 + 8 1 33
2229 8 9 44 + 25 52 52
2230 8 10 57 + 25 41 7
2231 8 11 1 + 5 5 15
2232 8 12 58 + 36 15 13
2233 8 13 59 + 45 44 23
2234 8 13 52 + 35 29 36
2235 8 13 34 + 24 4 41
2236 8 13 38 + 24 2 55
2237 8 14 8 + 24 41 43
2238 8 14 9 + 24 39 42
2239 8 14 7 + 23 51 59
2240 8 14 48 + 24 28 3
2241 8 15 9 + 24 7 48
2242 8 15 12 + 24 7 59
2243 8 15 19 + 23 57 45
2244 8 15 22 + 24 32 45
2245 8 15 28 + 24 32 8
2246 8 16 1 + 23 50 58
2247 8 15 59 + 23 11 59
2248 8 16 5 + 23 8 4
2249 8 16 35 + 24 29 35
2250 8 16 32 + 23 37 57
2251 8 16 39 + 23 56 58
2252 8 16 42 + 24 41 36
2253 8 16 34 + 21 24 37
2254 8 16 46 + 24 46 49
2255 8 16 43 + 23 27 26
2256 8 16 54 + 24 10 36
2257 8 17 11 + 23 39 0
2258 8 17 16 + 23 34 39
2259 8 17 18 + 23 34 39
2260 8 17 28 + 24 40 24
2261 8 17 33 + 23 30 44
2262 8 17 23 + 18 27 16
2263 8 17 41 + 23 34 48
2264 8 17 45 + 23 42 52
2265 8 17 50 + 24 11 37
2266 8 17 38 + 18 24 39
2267 8 18 2 + 24 44 10
2268 8 18 7 + 24 47 46
2269 8 18 9 + 23 2 50
2270 8 18 0 + 19 5 52
2271 8 18 20 + 24 31 39
2272 8 18 7 + 18 44 4
2273 8 18 13 + 18 24 4
2274 8 18 14 + 18 39 56
2275 8 18 14 + 18 24 41
2276 8 18 29 + 18 28 40
2277 8 18 32 + 18 39 0
2278 8 18 35 + 18 27 40
2279 8 18 36 + 18 34 7
2280 8 18 39 + 18 27 1
2281 8 18 54 + 18 54 33
2282 8 19 16 + 24 47 35
2283 8 19 18 + 24 47 11
2284 8 18 59 + 18 36 23
2285 8 19 3 + 18 54 55
2286 8 19 4 + 18 57 22
2287 8 19 8 + 19 24 0
2288 8 19 22 + 23 44 50
2289 8 19 8 + 18 29 54
2290 8 19 16 + 19 18 49
2291 8 19 18 + 18 30 30
2292 8 19 22 + 19 33 47
2293 8 19 32 + 21 23 40
2294 8 19 26 + 18 59 7
2295 8 19 26 + 18 24 41
2296 8 19 29 + 18 53 55
2297 8 20 4 + 18 22 52
2298 8 20 7 + 18 24 10
2299 8 20 10 + 19 20 17
2300 8 20 13 + 18 25 12
2301 8 20 14 + 18 26 4
2302 8 20 17 + 19 21 24
2303 8 20 19 + 19 25 9
2304 8 20 36 + 19 26 22
2305 8 20 40 + 19 27 10
2306 8 20 40 + 19 6 36
2307 8 20 43 + 19 26 27
2308 8 20 45 + 19 21 42
2309 8 20 44 + 18 23 50
2310 8 20 46 + 18 27 48
2311 8 18 46 - 25 22 12
2312 8 20 53 + 18 30 30
2312 8 20 53 + 18 30 44
2313 8 20 55 + 18 30 52
2314 8 21 4 + 18 45 47
2315 8 21 11 + 18 54 53
2316 8 21 15 + 19 45 36
2317 8 21 22 + 18 50 40
2318 8 21 33 + 18 37 23
2319 8 21 33 + 18 28 34
2320 8 21 35 + 18 40 13
2321 8 21 39 + 18 28 7
2322 8 21 39 + 18 29 2
2323 8 21 41 + 18 36 48
2324 8 21 59 + 19 11 38
2325 8 22 9 + 18 54 42
2326 8 22 12 + 19 0 42
2327 8 21 28 + 3 10 8
2328 8 22 17 + 19 36 59
2329 8 22 19 + 19 24 56
2330 8 22 23 + 18 51 12
2331 8 22 35 + 19 40 45
2332 8 22 40 + 19 55 13
2333 8 23 1 + 19 4 54
2334 8 23 0 + 18 36 52
2335 8 23 7 + 19 24 27
2336 8 23 19 + 18 32 14
2337 8 23 20 + 18 32 8
2338 8 23 33 + 21 20 16
2339 8 23 34 + 21 20 51
2340 8 23 30 + 18 44 58
2341 8 23 41 + 21 26 6
2342 8 23 32 + 18 34 46
2343 8 23 32 + 18 34 47
2344 8 23 55 + 18 39 34
2345 8 24 9 + 19 57 9
2346 8 24 11 + 19 42 20
2347 8 24 14 + 18 46 26
2348 8 24 20 + 20 32 2
2349 8 24 17 + 19 0 22
2350 8 24 28 + 19 33 7
2351 8 24 30 + 18 35 18
2352 8 24 40 + 19 36 8
2353 8 24 18 + 18 39 21
2354 8 24 41 + 18 39 59
2355 8 24 52 + 20 27 43
2356 8 25 1 + 19 29 50
2357 8 25 5 + 19 30 31
2358 8 25 5 + 19 29 43
2359 8 25 12 + 20 20 3
2360 8 25 15 + 19 31 0
2361 8 25 44 + 27 52 29
2362 8 25 42 + 19 56 28
2363 8 25 46 + 19 26 55
2364 8 25 52 + 19 45 33
2365 8 26 18 + 27 50 26
2366 8 26 18 + 27 50 26
2367 8 24 10 - 18 46 33
2368 8 26 1 + 19 52 59
2369 8 26 16 + 20 13 57
2370 8 26 23 + 19 38 18
2371 8 26 37 + 19 47 55
2372 8 26 41 + 19 52 58
2373 8 26 49 + 20 21 53
2374 8 28 22 + 30 26 35
2375 8 26 20 - 13 18 11
2376 8 28 26 + 30 24 27
2377 8 26 26 - 13 18 25
2378 8 28 32 + 30 25 52
2379 8 26 28 - 13 17 36
2380 8 28 44 + 30 24 18
2381 8 28 22 + 19 47 28
2382 8 28 46 + 22 3 12
2383 8 29 41 + 30 41 17
2384 8 34 23 + 32 26 7
2385 8 35 11 + 37 15 57
2386 8 34 44 + 25 48 24
2387 8 38 34 + 30 47 54
2388 8 39 57 + 19 38 41
2389 8 47 58 + 73 32 19
2390 8 41 52 + 19 42 11
2391 8 40 18 - 52 55 0
2392 8 44 31 + 18 17 10
2393 8 46 49 + 28 10 15
2394 8 47 7 + 28 14 11
2395 8 42 30 - 48 6 30
2396 8 46 41 + 17 38 57
2397 8 46 42 + 17 39 35
2398 8 46 45 + 17 45 19
2399 8 46 50 + 18 54 55
2400 8 47 59 + 38 4 8
2401 8 48 10 + 37 45 21
2402 8 47 59 + 31 47 10
2403 8 46 9 - 15 21 24
2404 8 48 10 + 29 29 29
2405 8 48 43 + 37 13 6
2406 8 48 4 + 17 42 8
2407 8 48 9 + 17 36 42
2408 8 48 20 + 19 2 12
2409 8 48 25 + 18 19 49
2410 8 48 27 + 19 1 11
2411 8 48 30 + 19 2 37
2412 8 49 24 + 18 32 36
2413 8 49 32 + 18 44 42
2414 8 49 50 + 18 47 35
2415 8 50 2 + 18 39 8
2416 8 50 32 + 18 33 35
2417 8 51 8 + 18 37 30
2418 8 51 25 + 17 56 41
2419 8 52 10 + 18 6 5
2420 8 51 34 + 3 6 4
2421 8 54 22 + 32 40 50
2422 8 54 24 + 20 13 31
2423 8 54 47 + 20 13 13
2424 8 56 48 + 39 22 57
2425 8 55 50 - 3 25 25
2426 8 58 30 + 2 55 34
2427 9 1 2 + 37 52 34
2428 9 3 15 + 30 35 27
2429 9 3 43 + 29 17 48
2430 9 4 23 + 27 57 9
2431 9 4 35 + 14 35 43
2432 9 4 40 + 5 30 45
2433 9 5 29 + 22 36 7
2434 9 7 16 + 37 12 56
2435 9 6 50 + 26 16 33
2436 9 5 23 - 19 9 59
2437 9 5 33 - 19 12 26
2438 9 14 11 + 73 24 50
2439 9 8 38 + 32 35 36
2440 9 15 50 + 73 27 31
2441 9 10 2 + 22 51 18
2441 9 10 3 + 22 51 6
2442 9 10 5 + 22 50 20
2443 9 11 31 + 28 49 37
2444 9 12 51 + 30 12 46
2445 9 13 13 + 31 48 27
2446 9 13 31 + 28 57 5
2447 9 13 30 + 28 44 30
2448 9 7 7 - 69 56 29
